customer_id,first_name,last_name,gender,age,city,state,occupation,annual_income,customer_segment,join_date
1862,Qabil,Ahuja,Male,68,Delhi,Delhi,Government Employee,1230565,Standard,2019-01-10
1863,Geetika,Oak,Female,63,Chennai,Tamil Nadu,Business,1924157,Standard,2022-11-08
1864,Jackson,Comar,Male,52,Delhi,Delhi,Software Engineer,1269614,Standard,2022-11-30
1865,Omkaar,Dugal,Male,26,Noida,Uttar Pradesh,Software Engineer,1382497,Standard,2023-01-31
1866,Krish,Karpe,Male,52,Hyderabad,Telangana,Doctor,2926816,Standard,2022-11-18
1867,Charvi,Ghosh,Female,23,Pune,Maharashtra,Government Employee,887040,Gold,2022-06-09
1868,Leela,Goswami,Female,57,Noida,Uttar Pradesh,Software Engineer,1656357,Standard,2026-01-10
1869,Owen,Bhagat,Male,64,Hyderabad,Telangana,Student,286375,Platinum,2025-01-01
1870,Vedant,Hayer,Male,60,Chandigarh,Chandigarh,Business,1065592,Platinum,2020-08-16
1871,Omkaar,Ranganathan,Male,58,Nagpur,Maharashtra,Professor,1239691,Silver,2020-02-29
1872,Wahab,Srinivas,Male,35,Pune,Maharashtra,Lawyer,1262713,Standard,2022-05-24
1873,Ishanvi,Sethi,Female,64,Hyderabad,Telangana,Software Engineer,1735447,Silver,2025-04-18
1874,Pooja,Chaudhuri,Female,49,Mumbai,Maharashtra,Software Engineer,1804550,Standard,2025-11-09
1875,Rudra,Puri,Male,49,Jaipur,Rajasthan,Software Engineer,1196067,Gold,2025-05-22
1876,Anmol,Nagy,Male,28,Chennai,Tamil Nadu,Business,1088278,Gold,2020-03-06
1877,Urvashi,Virk,Female,27,Mumbai,Maharashtra,Government Employee,696972,Standard,2018-11-16
1878,Abdul,Bahri,Male,24,Kolkata,West Bengal,Lawyer,2152912,Silver,2018-11-26
1879,Frederick,Wason,Male,42,Mumbai,Maharashtra,Student,416299,Standard,2025-06-12
1880,Quincy,Dhawan,Male,20,Noida,Uttar Pradesh,Student,437894,Standard,2020-01-09
1881,Abhiram,Doshi,Male,56,Lucknow,Uttar Pradesh,Business,1598257,Standard,2021-10-26
1882,Krishna,Badami,Male,70,Indore,Madhya Pradesh,Teacher,684358,Standard,2026-01-19
1883,Chandresh,Oommen,Male,66,Ahmedabad,Gujarat,Doctor,1491986,Silver,2026-02-04
1884,Sneha,Pau,Female,48,Pune,Maharashtra,Software Engineer,1444633,Standard,2022-11-23
1885,Shaurya,Manne,Male,52,Lucknow,Uttar Pradesh,Consultant,2021794,Standard,2022-10-16
1886,Wazir,Nair,Male,24,Chennai,Tamil Nadu,Teacher,685549,Standard,2020-01-11
1887,Odika,Chowdhury,Female,32,Noida,Uttar Pradesh,Software Engineer,802538,Standard,2020-01-03
1888,Ubika,Sur,Female,59,Pune,Maharashtra,Professor,1009070,Standard,2021-12-30
1889,Zilmil,Chopra,Female,25,Bengaluru,Karnataka,Teacher,657855,Standard,2025-03-12
1890,Chaaya,Salvi,Female,39,Jaipur,Rajasthan,Manager,1059991,Standard,2019-10-01
1891,Tanveer,Balakrishnan,Male,29,Bengaluru,Karnataka,Student,416935,Standard,2026-06-10
1892,Neelima,Natarajan,Female,45,Lucknow,Uttar Pradesh,Government Employee,690175,Standard,2021-09-13
1893,Gaurangi,More,Female,40,Chennai,Tamil Nadu,Government Employee,1357276,Gold,2020-10-09
1894,Sachi,Dugar,Female,34,Pune,Maharashtra,Lawyer,2187751,Gold,2026-04-14
1895,Brijesh,Tandon,Male,59,Surat,Gujarat,Student,177931,Standard,2022-01-26
1896,Rohan,Bansal,Male,68,Indore,Madhya Pradesh,Professor,1636788,Silver,2020-09-24
1897,Reva,Konda,Female,45,Jaipur,Rajasthan,Teacher,459330,Platinum,2019-06-05
1898,Omya,Cherian,Female,26,Pune,Maharashtra,Software Engineer,989681,Standard,2024-02-16
1899,Xalak,Rai,Female,45,Ahmedabad,Gujarat,Manager,1569653,Standard,2021-07-23
1900,Harita,Ramakrishnan,Female,39,Lucknow,Uttar Pradesh,Government Employee,1332046,Standard,2020-02-12
1901,Sathvik,Deshmukh,Male,49,Chandigarh,Chandigarh,Professor,1577992,Standard,2026-04-16
1902,Triveni,Sathe,Female,23,Kolkata,West Bengal,Consultant,1865170,Silver,2023-04-18
1903,Aahana,Ahluwalia,Female,23,Indore,Madhya Pradesh,Consultant,1819953,Standard,2021-07-17
1904,Ekavir,Nori,Male,41,Delhi,Delhi,Doctor,2983827,Silver,2024-10-02
1905,Girindra,Agarwal,Male,40,Noida,Uttar Pradesh,Teacher,431235,Standard,2019-03-19
1906,Lucky,Pathak,Male,53,Bengaluru,Karnataka,Business,2931008,Platinum,2024-10-07
1907,Ria,Agrawal,Female,32,Nagpur,Maharashtra,Doctor,1641948,Standard,2021-11-10
1908,Balveer,Soni,Male,27,Indore,Madhya Pradesh,Teacher,764789,Standard,2025-10-05
1909,Ekaraj,Chopra,Male,62,Delhi,Delhi,Professor,1479478,Standard,2022-08-17
1910,Veer,Prasad,Male,28,Nagpur,Maharashtra,Lawyer,2045552,Standard,2024-10-19
1911,Chandani,Dhawan,Female,22,Hyderabad,Telangana,Software Engineer,965660,Standard,2019-04-29
1912,Anita,Thakur,Female,65,Ahmedabad,Gujarat,Software Engineer,1182571,Standard,2024-07-07
1913,Anika,Nair,Female,39,Indore,Madhya Pradesh,Lawyer,1663025,Standard,2022-09-29
1914,Anay,Chahal,Male,21,Bengaluru,Karnataka,Business,1466686,Gold,2024-07-21
1915,Nitesh,Chakrabarti,Male,50,Bengaluru,Karnataka,Government Employee,1287619,Standard,2019-06-30
1916,Pahal,Walia,Female,63,Chandigarh,Chandigarh,Professor,1652728,Gold,2022-11-17
1917,Inaya,Bedi,Female,28,Noida,Uttar Pradesh,Doctor,2088500,Standard,2020-05-03
1918,Ayushman,Luthra,Male,65,Bengaluru,Karnataka,Consultant,2483602,Standard,2019-01-11
1919,Gaurang,Merchant,Male,70,Bengaluru,Karnataka,Doctor,2022693,Silver,2022-10-01
1920,Qasim,Dubey,Male,59,Pune,Maharashtra,Lawyer,1801214,Silver,2022-07-28
1921,Priya,Jain,Female,41,Surat,Gujarat,Software Engineer,914654,Silver,2024-05-05
1922,Tejas,Pandya,Male,22,Mumbai,Maharashtra,Business,1454666,Standard,2023-02-26
1923,Jeevika,Konda,Female,28,Chennai,Tamil Nadu,Student,225582,Standard,2025-11-07
1924,Orinder,Shah,Male,66,Delhi,Delhi,Doctor,2452232,Gold,2022-10-16
1925,Udant,Sangha,Male,20,Lucknow,Uttar Pradesh,Consultant,1746099,Standard,2023-05-31
1926,Gopal,Gokhale,Male,54,Delhi,Delhi,Government Employee,1092232,Platinum,2019-07-26
1927,Mitali,Walia,Female,23,Pune,Maharashtra,Student,125191,Gold,2025-10-11
1928,Avi,Bala,Male,43,Chennai,Tamil Nadu,Manager,2476386,Standard,2019-07-13
1929,Tanvi,Bumb,Female,62,Bengaluru,Karnataka,Professor,1446244,Silver,2021-02-14
1930,Janaki,Gera,Female,50,Mumbai,Maharashtra,Professor,1756080,Gold,2022-03-20
1931,Sathvik,Rao,Male,42,Surat,Gujarat,Student,407849,Standard,2025-02-05
1932,Balendra,Handa,Male,61,Bengaluru,Karnataka,Business,1676218,Standard,2018-10-16
1933,Dhruv,Golla,Male,61,Surat,Gujarat,Doctor,1652244,Silver,2018-08-01
1934,Darsh,Sama,Male,68,Ahmedabad,Gujarat,Consultant,2331999,Standard,2019-12-27
1935,Chameli,Bali,Female,45,Nagpur,Maharashtra,Manager,2207512,Standard,2025-08-24
1936,Bimala,Sarraf,Female,56,Jaipur,Rajasthan,Doctor,1637928,Standard,2023-04-14
1937,Chandresh,Mangat,Male,24,Ahmedabad,Gujarat,Government Employee,1158285,Gold,2022-01-06
1938,Faras,Sahota,Male,69,Nagpur,Maharashtra,Business,3294854,Silver,2025-04-07
1939,Nachiket,Patla,Male,38,Ahmedabad,Gujarat,Lawyer,997371,Standard,2021-01-08
1940,Manya,Goda,Female,54,Chennai,Tamil Nadu,Software Engineer,942945,Standard,2021-01-27
1941,Frederick,Bhatnagar,Male,67,Indore,Madhya Pradesh,Teacher,493945,Standard,2019-04-21
1942,Mugdha,Viswanathan,Female,26,Lucknow,Uttar Pradesh,Business,2854072,Gold,2019-02-22
1943,Waida,Kari,Female,36,Nagpur,Maharashtra,Student,290564,Standard,2022-02-16
1944,Theodore,Ranganathan,Male,57,Chandigarh,Chandigarh,Lawyer,1569093,Platinum,2019-05-17
1945,Mugdha,Dash,Female,50,Kolkata,West Bengal,Teacher,757669,Standard,2024-03-22
1946,Wyatt,Varkey,Male,65,Delhi,Delhi,Government Employee,1175143,Silver,2022-10-24
1947,Jairaj,Narayanan,Male,42,Chennai,Tamil Nadu,Software Engineer,1020825,Standard,2019-02-14
1948,Dalaja,Sant,Female,47,Kolkata,West Bengal,Teacher,516943,Silver,2024-12-25
1949,Ekiya,Kari,Female,52,Lucknow,Uttar Pradesh,Lawyer,1782492,Gold,2023-05-13
1950,Yashawini,Mohanty,Female,64,Bengaluru,Karnataka,Teacher,444995,Standard,2024-11-10
1951,Sai,Bhalla,Female,39,Kolkata,West Bengal,Professor,1118321,Standard,2024-05-04
1952,Nirja,Ratta,Female,62,Hyderabad,Telangana,Government Employee,1009917,Silver,2020-12-31
1953,Banjeet,Swamy,Male,52,Delhi,Delhi,Business,2906641,Standard,2025-07-30
1954,Oviya,Brahmbhatt,Female,54,Pune,Maharashtra,Software Engineer,1247679,Standard,2023-05-16
1955,Sara,Arora,Female,45,Surat,Gujarat,Student,289526,Platinum,2020-07-06
1956,Devansh,Acharya,Male,19,Nagpur,Maharashtra,Student,210883,Platinum,2021-05-21
1957,Turvi,Bahl,Female,29,Lucknow,Uttar Pradesh,Business,2057263,Standard,2021-08-08
1958,Oscar,Prashad,Male,37,Mumbai,Maharashtra,Business,2698980,Gold,2020-08-26
1959,Anvi,Buch,Female,34,Lucknow,Uttar Pradesh,Professor,1149010,Standard,2020-01-23
1960,Kevin,Agrawal,Male,45,Noida,Uttar Pradesh,Teacher,869214,Standard,2023-09-03
1961,Rachita,Palan,Female,44,Pune,Maharashtra,Software Engineer,1216505,Standard,2023-10-14
1962,Patrick,Lata,Male,62,Noida,Uttar Pradesh,Professor,1443843,Silver,2024-10-05
1963,Om,Bala,Male,64,Mumbai,Maharashtra,Consultant,1732820,Silver,2019-10-02
1964,Laksh,Soni,Male,64,Nagpur,Maharashtra,Manager,2292640,Silver,2019-05-24
1965,Triveni,Bhatia,Female,47,Noida,Uttar Pradesh,Student,178908,Gold,2019-05-10
1966,Vanya,Venkatesh,Female,61,Surat,Gujarat,Manager,1138250,Standard,2020-11-15
1967,Kevin,Chand,Male,46,Lucknow,Uttar Pradesh,Lawyer,1063648,Silver,2023-04-05
1968,Veer,Khurana,Male,30,Indore,Madhya Pradesh,Student,214621,Standard,2022-03-10
1969,Vedant,Lala,Male,40,Hyderabad,Telangana,Government Employee,895896,Standard,2025-02-10
1970,Dalbir,Bhakta,Male,70,Pune,Maharashtra,Government Employee,515069,Standard,2026-07-13
1971,Ekta,Nath,Female,25,Nagpur,Maharashtra,Business,3105897,Silver,2021-05-18
1972,Yachana,Solanki,Female,40,Pune,Maharashtra,Professor,1560643,Gold,2023-02-05
1973,Xalak,Sharma,Female,29,Mumbai,Maharashtra,Consultant,2308558,Standard,2022-09-07
1974,Gaurangi,Tella,Female,28,Jaipur,Rajasthan,Software Engineer,1959208,Standard,2023-04-22
1975,Ishani,Barman,Female,36,Lucknow,Uttar Pradesh,Business,2834981,Silver,2019-07-31
1976,Samarth,Sastry,Male,24,Nagpur,Maharashtra,Teacher,822544,Standard,2021-03-25
1977,Isaac,Manda,Male,24,Kolkata,West Bengal,Government Employee,1477793,Standard,2022-09-01
1978,Bakhshi,Gara,Male,69,Jaipur,Rajasthan,Lawyer,1855625,Standard,2020-04-20
1979,Yoshita,Sharaf,Female,67,Hyderabad,Telangana,Professor,1144325,Standard,2023-11-21
1980,Bhavika,Buch,Female,48,Nagpur,Maharashtra,Teacher,502529,Platinum,2020-01-18
1981,Chakrika,Nath,Female,70,Noida,Uttar Pradesh,Lawyer,1665986,Silver,2020-04-27
1982,Rachana,Bajaj,Female,32,Surat,Gujarat,Student,296421,Standard,2019-01-27
1983,Lakshmi,Kari,Female,68,Nagpur,Maharashtra,Business,2289315,Gold,2023-04-06
1984,Advay,Som,Male,18,Delhi,Delhi,Student,317347,Standard,2023-11-21
1985,Yashasvi,Pau,Female,28,Pune,Maharashtra,Consultant,2231569,Platinum,2024-02-02
1986,Aarna,Suri,Female,30,Kolkata,West Bengal,Doctor,2365470,Silver,2020-06-20
1987,Leela,Bora,Female,26,Kolkata,West Bengal,Student,402961,Gold,2019-11-18
1988,Isha,Bandi,Female,38,Noida,Uttar Pradesh,Software Engineer,1645401,Standard,2019-10-27
1989,Ekanta,Kibe,Female,69,Indore,Madhya Pradesh,Doctor,1408830,Standard,2023-08-18
1990,Gagan,Devan,Male,66,Kolkata,West Bengal,Government Employee,1322378,Silver,2025-09-12
1991,Ekta,Kaur,Female,31,Pune,Maharashtra,Consultant,1567117,Standard,2024-06-13
1992,Benjamin,Natarajan,Male,67,Lucknow,Uttar Pradesh,Professor,724197,Silver,2024-05-12
1993,Robert,Nair,Male,23,Chandigarh,Chandigarh,Government Employee,1241947,Silver,2024-03-12
1994,Kabir,Sarin,Male,58,Lucknow,Uttar Pradesh,Software Engineer,1751490,Silver,2019-01-08
1995,Girish,Dewan,Male,32,Noida,Uttar Pradesh,Doctor,2568439,Standard,2026-02-26
1996,Hredhaan,Mall,Male,21,Lucknow,Uttar Pradesh,Professor,1246265,Standard,2018-09-11
1997,Nicholas,Vohra,Male,24,Jaipur,Rajasthan,Student,434698,Standard,2021-08-12
1998,Chanakya,Sachdev,Male,34,Chennai,Tamil Nadu,Teacher,474362,Gold,2022-12-10
1999,Hardik,Lalla,Male,41,Nagpur,Maharashtra,Teacher,659126,Gold,2023-01-13
2000,Zayyan,Bumb,Male,68,Ahmedabad,Gujarat,Professor,911123,Standard,2019-12-04
2001,Ayaan,Balasubramanian,Male,31,Mumbai,Maharashtra,Lawyer,2112151,Silver,2020-03-19
2002,Vansha,Krishna,Female,46,Noida,Uttar Pradesh,Manager,2228654,Gold,2024-05-09
2003,Onkar,Ramanathan,Male,29,Noida,Uttar Pradesh,Business,1042531,Silver,2022-09-30
2004,Sai,Upadhyay,Male,48,Pune,Maharashtra,Teacher,579731,Platinum,2020-01-04
2005,Ekaraj,Sheth,Male,34,Indore,Madhya Pradesh,Software Engineer,1894186,Gold,2021-09-10
2006,Charan,Bhavsar,Male,19,Chandigarh,Chandigarh,Government Employee,530990,Standard,2022-10-05
2007,Kiaan,Borah,Male,31,Mumbai,Maharashtra,Doctor,1965231,Standard,2023-08-09
2008,Avi,Mander,Male,62,Indore,Madhya Pradesh,Doctor,1374992,Gold,2023-06-27
2009,Yadavi,Dugar,Female,23,Hyderabad,Telangana,Business,3019871,Standard,2021-04-09
2010,Dipta,Wali,Female,49,Surat,Gujarat,Lawyer,2362786,Standard,2026-02-08
2011,Riya,Lad,Female,30,Bengaluru,Karnataka,Doctor,1724483,Silver,2023-02-16
2012,Deepa,Bhattacharyya,Female,68,Jaipur,Rajasthan,Professor,915785,Silver,2020-05-26
2013,Keya,Rege,Female,49,Indore,Madhya Pradesh,Software Engineer,1231660,Standard,2020-10-23
2014,Vrishti,Wagle,Female,38,Nagpur,Maharashtra,Professor,1269741,Silver,2025-09-24
2015,Zansi,Lad,Female,40,Jaipur,Rajasthan,Professor,1118844,Standard,2023-09-12
2016,Kai,Goswami,Male,20,Noida,Uttar Pradesh,Lawyer,1150746,Platinum,2019-09-22
2017,Ekaja,Datta,Female,56,Chennai,Tamil Nadu,Government Employee,929715,Gold,2021-02-20
2018,Harini,Khanna,Female,29,Mumbai,Maharashtra,Professor,762788,Gold,2026-02-19
2019,Leena,Sami,Female,22,Hyderabad,Telangana,Software Engineer,1550244,Standard,2026-01-21
2020,Anamika,Kurian,Female,38,Surat,Gujarat,Manager,1204170,Standard,2019-11-09
2021,Omisha,Bora,Female,31,Pune,Maharashtra,Student,475811,Standard,2022-06-06
2022,Sudiksha,Krish,Female,42,Mumbai,Maharashtra,Doctor,2377845,Standard,2024-10-01
2023,Nitesh,Gola,Male,53,Mumbai,Maharashtra,Consultant,1812107,Standard,2021-04-05
2024,Luke,Merchant,Male,44,Lucknow,Uttar Pradesh,Government Employee,1436026,Silver,2019-11-05
2025,Yashoda,Thaman,Female,30,Hyderabad,Telangana,Manager,1571343,Standard,2023-01-17
2026,Mugdha,Lall,Female,44,Chennai,Tamil Nadu,Lawyer,898129,Standard,2024-12-14
2027,Abha,Iyengar,Female,42,Jaipur,Rajasthan,Software Engineer,1485506,Standard,2021-07-18
2028,Charan,Tella,Male,68,Lucknow,Uttar Pradesh,Business,1074810,Gold,2021-10-20
2029,Laban,Mitra,Male,43,Bengaluru,Karnataka,Lawyer,1396358,Standard,2025-05-08
2030,Frado,Saha,Male,22,Delhi,Delhi,Manager,2252192,Standard,2020-10-23
2031,Udyati,Dass,Female,66,Pune,Maharashtra,Business,2152064,Standard,2023-09-08
2032,Brijesh,Natarajan,Male,57,Ahmedabad,Gujarat,Consultant,2213549,Standard,2021-08-03
2033,Bhavini,Prabhakar,Female,59,Nagpur,Maharashtra,Lawyer,1834601,Platinum,2023-07-10
2034,Hemang,Karan,Male,19,Mumbai,Maharashtra,Manager,2195991,Standard,2022-07-04
2035,Yash,Contractor,Male,62,Pune,Maharashtra,Software Engineer,1020485,Silver,2021-03-19
2036,Sathvik,Nigam,Male,64,Hyderabad,Telangana,Software Engineer,984584,Gold,2025-10-14
2037,Chasmum,Khatri,Female,62,Noida,Uttar Pradesh,Consultant,920725,Gold,2020-03-14
2038,Veda,Ram,Female,37,Delhi,Delhi,Student,158092,Standard,2024-06-29
2039,Meera,Lad,Female,42,Surat,Gujarat,Government Employee,1330081,Standard,2020-08-12
2040,Avi,Bhasin,Male,26,Mumbai,Maharashtra,Software Engineer,1766144,Standard,2022-08-04
2041,Krish,Chokshi,Male,44,Nagpur,Maharashtra,Government Employee,1430924,Silver,2018-12-14
2042,Ranbir,Bajwa,Male,48,Jaipur,Rajasthan,Consultant,1908828,Silver,2023-10-07
2043,Shravya,Kala,Female,32,Ahmedabad,Gujarat,Manager,2432734,Standard,2020-03-02
2044,Sneha,Sur,Female,33,Chandigarh,Chandigarh,Teacher,585078,Silver,2020-02-14
2045,Tanay,Loyal,Male,21,Ahmedabad,Gujarat,Teacher,439397,Standard,2021-10-30
2046,Saksham,Banik,Male,49,Hyderabad,Telangana,Lawyer,1607529,Standard,2026-06-21
2047,Omkaar,Menon,Male,50,Chandigarh,Chandigarh,Government Employee,1298598,Gold,2022-04-07
2048,Nidhi,Kala,Female,50,Bengaluru,Karnataka,Lawyer,2174241,Standard,2021-08-06
2049,Manbir,Varkey,Male,46,Kolkata,West Bengal,Doctor,1962616,Gold,2018-12-02
2050,Jatin,Thaker,Male,35,Mumbai,Maharashtra,Professor,1094167,Standard,2024-11-11
2051,Nandini,Khatri,Female,27,Mumbai,Maharashtra,Government Employee,1179878,Standard,2018-08-22
2052,Onveer,Goda,Male,47,Delhi,Delhi,Teacher,526124,Standard,2025-12-22
2053,Kalpit,Kadakia,Male,46,Chandigarh,Chandigarh,Lawyer,2188074,Standard,2018-10-01
2054,Baljiwan,Tata,Male,45,Pune,Maharashtra,Consultant,1252601,Standard,2022-11-13
2055,Xalak,Bhatt,Female,39,Chandigarh,Chandigarh,Consultant,2707109,Standard,2021-03-26
2056,Indira,Munshi,Female,59,Delhi,Delhi,Manager,1105128,Standard,2019-11-15
2057,Chaman,Gera,Female,43,Hyderabad,Telangana,Doctor,1816575,Standard,2022-03-05
2058,Neelima,Kata,Female,45,Chandigarh,Chandigarh,Consultant,2970376,Standard,2018-09-02
2059,George,Kade,Male,25,Hyderabad,Telangana,Doctor,1432957,Standard,2020-01-15
2060,Luke,Varghese,Male,22,Hyderabad,Telangana,Government Employee,779108,Standard,2022-02-22
2061,Wishi,Bath,Female,63,Indore,Madhya Pradesh,Doctor,2500697,Standard,2023-07-03
2062,Panini,Balay,Female,70,Indore,Madhya Pradesh,Teacher,515284,Gold,2022-03-30
2063,Eesha,Goda,Female,68,Bengaluru,Karnataka,Lawyer,1231395,Standard,2021-03-06
2064,Sneha,Khanna,Female,18,Indore,Madhya Pradesh,Government Employee,801967,Standard,2025-04-13
2065,Suhani,Din,Female,38,Bengaluru,Karnataka,Business,2000842,Silver,2026-07-12
2066,Balendra,Dayal,Male,47,Noida,Uttar Pradesh,Software Engineer,1496580,Standard,2020-09-24
2067,Ekapad,Bose,Male,19,Pune,Maharashtra,Lawyer,1697418,Standard,2023-06-14
2068,Unni,Narasimhan,Female,66,Lucknow,Uttar Pradesh,Teacher,489509,Gold,2022-01-02
2069,Edhitha,Magar,Female,49,Delhi,Delhi,Lawyer,2022972,Gold,2025-07-28
2070,Ekantika,Krishnan,Female,19,Nagpur,Maharashtra,Teacher,423685,Silver,2025-12-18
2071,Anusha,Bhalla,Female,28,Chandigarh,Chandigarh,Doctor,2301569,Silver,2023-12-20
2072,Owen,Karnik,Male,65,Surat,Gujarat,Teacher,559699,Standard,2020-08-10
2073,Aarini,Roy,Female,60,Chennai,Tamil Nadu,Manager,2044447,Standard,2019-08-12
2074,Yashvi,Saha,Female,40,Nagpur,Maharashtra,Lawyer,828439,Standard,2021-06-15
2075,Ishita,Chokshi,Female,35,Mumbai,Maharashtra,Consultant,2931531,Silver,2025-09-25
2076,Udant,Choudhury,Male,32,Nagpur,Maharashtra,Software Engineer,1660501,Silver,2025-07-04
2077,Girindra,Pant,Male,33,Delhi,Delhi,Manager,1944029,Silver,2025-05-07
2078,Ucchal,Upadhyay,Female,23,Indore,Madhya Pradesh,Manager,1332658,Standard,2018-12-29
2079,Xalak,Bhagat,Female,58,Noida,Uttar Pradesh,Teacher,543615,Silver,2021-12-29
2080,Ekaja,Vora,Female,61,Chennai,Tamil Nadu,Consultant,1633802,Standard,2021-12-08
2081,Priya,Kohli,Female,37,Chennai,Tamil Nadu,Professor,1575129,Standard,2025-11-11
2082,Raagini,Dhar,Female,68,Kolkata,West Bengal,Government Employee,628934,Standard,2020-09-07
2083,Rajata,Yohannan,Female,49,Delhi,Delhi,Business,1462172,Gold,2024-07-30
2084,Wazir,Bhavsar,Male,51,Bengaluru,Karnataka,Lawyer,2227999,Platinum,2026-03-30
2085,Charan,Ganesan,Male,22,Chennai,Tamil Nadu,Business,3041891,Silver,2024-12-31
2086,Robert,Bajaj,Male,36,Hyderabad,Telangana,Lawyer,885884,Gold,2019-06-03
2087,Chanakya,Jani,Male,18,Chennai,Tamil Nadu,Student,356044,Standard,2020-10-29
2088,Faris,Chanda,Male,40,Bengaluru,Karnataka,Student,231823,Gold,2024-05-30
2089,Wriddhish,Chowdhury,Male,27,Chennai,Tamil Nadu,Teacher,773920,Platinum,2022-07-03
2090,Tanay,Khalsa,Male,32,Chennai,Tamil Nadu,Professor,869277,Standard,2018-08-04
2091,Aachal,Doshi,Female,58,Lucknow,Uttar Pradesh,Doctor,2902277,Standard,2019-07-16
2092,Pavani,Subramanian,Female,37,Chennai,Tamil Nadu,Teacher,868206,Silver,2019-11-10
2093,Tanay,Goswami,Male,38,Lucknow,Uttar Pradesh,Government Employee,956986,Gold,2020-09-22
2094,Ekbal,Sengupta,Male,44,Bengaluru,Karnataka,Doctor,1724330,Silver,2022-04-30
2095,Kamala,Venkatesh,Female,54,Chennai,Tamil Nadu,Business,1359023,Gold,2023-02-17
2096,Deepa,Thakur,Female,68,Kolkata,West Bengal,Consultant,1669118,Gold,2020-09-30
2097,Adweta,Bal,Female,46,Chandigarh,Chandigarh,Teacher,472671,Silver,2023-01-02
2098,Jalsa,Anand,Female,47,Kolkata,West Bengal,Lawyer,1542798,Standard,2019-05-27
2099,Adya,Patil,Female,53,Noida,Uttar Pradesh,Lawyer,858034,Standard,2023-07-26
2100,Harinakshi,Balakrishnan,Female,57,Bengaluru,Karnataka,Teacher,796286,Gold,2021-01-18
2101,Ayushman,Sant,Male,26,Pune,Maharashtra,Government Employee,1037087,Silver,2022-06-24
2102,Sneha,Bose,Female,43,Nagpur,Maharashtra,Student,496013,Standard,2020-01-22
2103,Balendra,Jayaraman,Male,51,Surat,Gujarat,Lawyer,2493410,Standard,2021-06-24
2104,Sarthak,Shetty,Male,59,Chennai,Tamil Nadu,Teacher,428674,Standard,2021-04-11
2105,Maanas,Bhardwaj,Male,62,Ahmedabad,Gujarat,Business,3371641,Standard,2023-11-27
2106,Ryan,Dhingra,Male,61,Jaipur,Rajasthan,Teacher,788221,Standard,2023-06-04
2107,Karan,Subramanian,Male,53,Bengaluru,Karnataka,Doctor,2282684,Silver,2025-11-09
2108,Varsha,Sabharwal,Female,61,Noida,Uttar Pradesh,Software Engineer,1268804,Silver,2022-07-23
2109,Quincy,Oak,Male,18,Indore,Madhya Pradesh,Business,2303970,Gold,2021-10-26
2110,Laksh,Yadav,Male,27,Delhi,Delhi,Teacher,435201,Silver,2022-02-15
2111,Qabil,Prashad,Male,31,Hyderabad,Telangana,Consultant,1306275,Standard,2019-11-09
2112,Yuvraj,Madan,Male,21,Kolkata,West Bengal,Consultant,2761498,Gold,2018-11-22
2113,Oviya,Behl,Female,70,Bengaluru,Karnataka,Professor,1714433,Standard,2023-08-30
2114,Chakrika,Kar,Female,60,Ahmedabad,Gujarat,Government Employee,1214416,Silver,2023-06-07
2115,Netra,Kari,Female,27,Bengaluru,Karnataka,Software Engineer,845419,Gold,2020-06-29
2116,Chandresh,Sagar,Male,62,Indore,Madhya Pradesh,Software Engineer,1872724,Standard,2018-11-11
2117,Charvi,Mammen,Female,60,Chennai,Tamil Nadu,Lawyer,1408249,Standard,2023-05-16
2118,Yamini,Khare,Female,43,Chennai,Tamil Nadu,Manager,2300267,Standard,2023-08-28
2119,Azad,Char,Male,45,Nagpur,Maharashtra,Lawyer,1674295,Standard,2019-07-15
2120,Aradhana,Ravi,Female,42,Jaipur,Rajasthan,Lawyer,1051923,Standard,2023-01-24
2121,Meera,Amble,Female,60,Lucknow,Uttar Pradesh,Student,438222,Silver,2021-12-07
2122,Lakshit,Seth,Male,64,Ahmedabad,Gujarat,Manager,1192140,Standard,2023-02-12
2123,Bakhshi,Bhattacharyya,Male,50,Chandigarh,Chandigarh,Software Engineer,1550251,Standard,2025-12-27
2124,Aarini,Chopra,Female,59,Bengaluru,Karnataka,Consultant,1163258,Standard,2019-04-20
2125,Bimala,Bajaj,Female,68,Nagpur,Maharashtra,Lawyer,2299846,Standard,2025-09-18
2126,Dayamai,Natarajan,Female,59,Noida,Uttar Pradesh,Professor,843046,Standard,2022-08-08
2127,Hiral,Kari,Female,54,Bengaluru,Karnataka,Government Employee,1190982,Silver,2026-04-29
2128,Omaja,Ghose,Female,55,Jaipur,Rajasthan,Software Engineer,1479637,Standard,2018-07-24
2129,Vedika,Sahota,Female,64,Delhi,Delhi,Teacher,423555,Standard,2019-07-03
2130,Ekavir,Sanghvi,Male,61,Noida,Uttar Pradesh,Teacher,661847,Standard,2024-04-21
2131,Aarnav,Ranganathan,Male,29,Noida,Uttar Pradesh,Doctor,1421106,Silver,2023-06-19
2132,Megha,Balasubramanian,Female,57,Delhi,Delhi,Professor,834993,Standard,2025-10-09
2133,Azaan,Bhargava,Male,41,Surat,Gujarat,Teacher,631488,Silver,2025-09-05
2134,Gaurav,Khosla,Male,62,Mumbai,Maharashtra,Software Engineer,1473519,Standard,2024-07-05
2135,Fiyaz,Desai,Male,30,Hyderabad,Telangana,Government Employee,1083499,Standard,2022-07-16
