customer_id,first_name,last_name,age,gender,state,occupation,annual_income,customer_segment,total_spending,average_transaction,max_transaction,total_transactions,cards_owned,credit_limit,available_limit,spending_income_ratio,customer_lifetime_days,avg_spend_per_day,high_value_customer
2847,Ladli,Chandran,59,Female,Uttar Pradesh,Teacher,518391,Standard,177937.55,7414.064583333333,35481.19,24,1,118017,69857,0.34324968990588184,2089,85.17833891814264,False
2848,Charles,Dasgupta,24,Male,Gujarat,Student,364509,Standard,935335.52,21751.9888372093,134457.35,43,2,139142,79399,2.5660148857778546,2686,348.2261801935964,True
2849,Tanveer,Radhakrishnan,43,Male,Gujarat,Business,2014322,Standard,440885.43,9380.541063829787,66175.29,47,2,132329,121379,0.21887534862847152,1274,346.0639167974882,False
2850,Yash,Tak,30,Male,Maharashtra,Consultant,1305116,Standard,242802.87999999998,9338.572307692306,83144.15,26,1,64836,50987,0.18603930991574694,568,427.4698591549295,False
2851,Ekansh,Nagy,29,Male,Telangana,Business,1507827,Gold,920402.25,11089.18373493976,141135.84,83,3,605123,541489,0.6104163474987515,2302,399.8272154648132,True
2852,Aditya,Gokhale,25,Male,Gujarat,Teacher,532872,Standard,738880.77,15720.867446808512,136700.06,47,2,101711,70828,1.3866008534882674,2694,274.2690311804009,False
2853,Yutika,Rajan,56,Female,Madhya Pradesh,Professor,722163,Standard,152112.76,5432.598571428572,40573.82,28,1,88489,56278,0.2106349397573678,1876,81.08356076759063,False
2854,Charvi,Ghosh,45,Female,Tamil Nadu,Manager,1337147,Silver,259685.15000000002,10820.214583333334,70903.32,24,1,185921,82291,0.19420837798686308,1267,204.9606550907656,False
2855,Yauvani,Setty,61,Female,Delhi,Government Employee,1122158,Standard,103494.56,5174.728,34121.13,20,1,145542,66404,0.09222815325471101,1057,97.91349101229896,False
2856,Mitesh,Dave,19,Male,Maharashtra,Lawyer,1470316,Standard,520307.62,13341.221025641025,148945.47,39,2,104982,93865,0.35387469088277623,940,553.5187446808511,False
2857,Yutika,Goel,62,Female,West Bengal,Professor,905535,Silver,384135.76,7682.715200000001,50989.08,50,2,262731,148484,0.42420862804861215,2381,161.33379252414952,False
2858,Aadhya,Sidhu,20,Female,West Bengal,Lawyer,857311,Platinum,269183.97000000003,9282.205862068966,97153.88,29,1,1394498,1225500,0.3139863713401555,707,380.74111739745405,False
2859,Rehaan,Samra,23,Male,Chandigarh,Lawyer,1328810,Standard,241541.53,11501.977619047619,102219.16,21,1,96381,52156,0.18177281176390905,554,435.9955415162455,False
2860,Alexander,Subramaniam,39,Male,Madhya Pradesh,Lawyer,1596605,Standard,666117.24,16652.931,123815.78,40,2,141236,119929,0.4172085393694746,2552,261.01772727272726,False
2861,Hema,Arora,53,Female,Tamil Nadu,Student,269278,Silver,1519059.65,20809.036301369862,145546.6,73,3,298643,214900,5.6412319238853526,942,1612.5898619957536,True
2862,Neha,Narasimhan,24,Female,West Bengal,Doctor,2487058,Standard,363040.89999999997,17287.661904761902,126100.62,21,1,117404,104267,0.14597202799452202,2262,160.49553492484526,False
2863,Ekapad,Sen,67,Male,Uttar Pradesh,Government Employee,1404624,Standard,973092.3,12163.653750000001,120171.33,80,3,104536,64541,0.6927777825240065,949,1025.387038988409,True
2864,Sara,Bahl,47,Female,Karnataka,Teacher,663230,Standard,371536.61,7582.379795918367,147199.55,49,2,148866,103612,0.5601927084118631,478,777.2732426778242,False
2865,Gauri,Singhal,55,Female,Tamil Nadu,Consultant,1104325,Standard,518303.65,18510.844642857144,133485.35,28,1,114580,78661,0.4693397776922555,2545,203.65565815324166,False
2866,Upadhriti,Modi,28,Female,Tamil Nadu,Software Engineer,1747337,Standard,620620.94,8866.013428571428,136076.78,70,3,147098,131857,0.35518102117679645,709,875.3468829337094,False
2867,Yadavi,Krishnan,27,Female,Uttar Pradesh,Professor,930004,Platinum,639713.92,11846.554074074074,128378.66,54,2,1465483,1265510,0.6878614715635633,802,797.6482793017457,False
2868,Arin,Memon,33,Male,Gujarat,Doctor,2211133,Standard,258032.81,12287.276666666667,68351.01,21,1,130528,54710,0.11669710053624092,246,1048.9138617886179,False
2869,Sathvik,Thakur,29,Male,Tamil Nadu,Professor,792011,Standard,256181.11,10247.2444,77342.31,25,1,93554,29730,0.3234565050232888,777,329.70541827541825,False
2870,Jyoti,Mane,69,Female,Gujarat,Doctor,2697005,Silver,297271.3,15645.857894736842,117326.34,19,1,110329,38717,0.11022274708426569,250,1189.0852,False
2871,Wahab,Lata,26,Male,Karnataka,Teacher,486210,Silver,227433.95,8122.641071428572,42938.74,28,1,197649,119475,0.4677689681413381,2664,85.37310435435435,False
2872,Gautam,Tailor,68,Male,Maharashtra,Lawyer,1840492,Silver,962569.22,12340.631025641025,141326.33,78,3,268466,110877,0.5229956011762072,1680,572.957869047619,True
2873,Balendra,Vaidya,52,Male,Uttar Pradesh,Consultant,2444713,Standard,705964.45,24343.60172413793,131563.52,29,1,92464,50016,0.2887719131039103,1754,402.4882839224629,False
2874,Vasatika,Pingle,53,Female,West Bengal,Student,246225,Silver,481109.51,9252.105961538462,94719.84,52,2,245633,124535,1.9539425728500355,5,96221.902,False
2875,Jonathan,Shere,60,Male,Tamil Nadu,Teacher,445740,Standard,979634.62,13238.305675675676,103816.04,74,3,118132,104224,2.1977713913940864,2855,343.1294640980735,True
2876,Vidhi,Aggarwal,26,Female,Uttar Pradesh,Consultant,1920188,Standard,221322.05,10539.145238095238,47609.74,21,1,140486,71254,0.1152606151064375,1109,199.5690261496844,False
2877,Darsh,Kashyap,60,Male,Karnataka,Teacher,699064,Standard,988686.88,17976.125090909092,149221.7,55,2,134298,97871,1.4143009509858897,833,1186.8990156062425,True
2878,Lila,Bhattacharyya,22,Female,Gujarat,Consultant,2003129,Platinum,363641.75,17316.27380952381,116965.25,21,1,1072077,705710,0.18153686058162005,1,363641.75,False
2879,Peter,Bansal,53,Male,Maharashtra,Government Employee,933330,Standard,1003789.84,11949.879047619048,141988.44,84,3,98343,68168,1.0754929553319832,2118,473.9328800755429,True
2880,Wridesh,Chaudhry,65,Male,Karnataka,Software Engineer,1429865,Silver,598057.61,11501.107884615385,135024.98,52,3,293212,123018,0.41826159112923245,200,2990.28805,False
2881,Jai,Swamy,68,Male,Chandigarh,Manager,1025816,Standard,847703.64,12110.052,125302.31,70,3,132170,79610,0.8263700702660126,2371,357.5300042176297,False
2882,Tara,Tank,37,Female,Delhi,Government Employee,1056289,Gold,157598.48,7163.567272727273,44465.7,22,1,437568,387928,0.1492001526097498,1895,83.16542480211082,False
2883,Aarav,Ravi,48,Male,Maharashtra,Manager,1411025,Gold,376575.1,15690.629166666666,120196.1,24,1,676200,492658,0.2668805301110894,2854,131.94642606867552,False
2884,Xavier,Lanka,31,Male,Gujarat,Lawyer,1803016,Standard,477151.81,11928.79525,104148.34,40,2,111821,86502,0.26464091832795716,94,5076.083085106383,False
2885,Eiravati,Ratta,60,Female,Karnataka,Consultant,1197453,Standard,874040.99,10046.44816091954,126774.83,87,3,137183,100926,0.7299167399472046,2645,330.4502797731569,False
2886,Azaan,Dhillon,22,Male,Chandigarh,Teacher,650446,Silver,379684.36,7593.687199999999,47782.0,50,2,247335,238756,0.5837292565408966,40,9492.109,False
2887,Utkarsh,Krishna,70,Male,Telangana,Professor,1458587,Standard,1112729.37,20231.44309090909,148972.46,55,2,124870,61142,0.7628817273155458,2142,519.4814985994399,True
2888,Aditya,Oommen,38,Male,Maharashtra,Professor,789986,Silver,140761.72,7408.511578947368,42497.71,19,1,200247,123274,0.17818255007050757,10,14076.172,False
2889,Gaurang,Dugar,41,Male,Madhya Pradesh,Doctor,2608564,Standard,866788.6,10701.093827160494,145246.71,81,3,144147,101820,0.3322857326866429,574,1510.084668989547,False
2890,Ethan,Lalla,68,Male,Rajasthan,Software Engineer,1805302,Standard,327730.39,15606.209047619048,123274.59,21,1,109921,61165,0.18153770948018672,1091,300.39449129239233,False
2891,Vasana,Kibe,51,Female,Rajasthan,Software Engineer,1306127,Standard,215433.21,8976.383749999999,48366.08,24,1,144004,138661,0.16494047669177653,868,248.19494239631337,False
2892,Faris,Gill,22,Male,West Bengal,Professor,764831,Silver,355688.54,13680.32846153846,137084.69,26,1,107672,75007,0.46505507752693076,2225,159.8600179775281,False
2893,Ansh,Rai,43,Male,Tamil Nadu,Student,293735,Standard,548369.6,18278.986666666668,143827.34,30,1,70341,58893,1.866885457980833,365,1502.3824657534246,False
2894,Kala,Ratta,38,Female,Rajasthan,Business,3245172,Gold,1515554.03,19184.228227848103,139455.17,79,3,719117,422523,0.46701809025839003,1688,897.8400651658768,True
2895,Jagrati,Ghosh,66,Female,West Bengal,Consultant,2945929,Gold,1112190.7,12496.524719101122,137988.88,89,3,635731,465703,0.3775347946267544,2691,413.30014864362687,True
2896,Fariq,Kota,62,Male,Maharashtra,Lawyer,1506898,Standard,950383.77,14621.28876923077,144918.89,65,2,142074,74671,0.6306888521983571,2201,431.79635165833713,True
2897,Vansha,Hayer,58,Female,Tamil Nadu,Consultant,1163965,Standard,1014546.27,17492.177068965517,142225.62,58,2,144999,127988,0.8716295335340839,273,3716.2867032967033,True
2898,Oviya,Golla,32,Female,Chandigarh,Business,3493236,Standard,934531.85,18690.637,145915.9,50,2,87990,42593,0.2675261133230048,1589,588.1257709251101,True
2899,Upadhriti,Grover,40,Female,Telangana,Doctor,2387019,Platinum,284837.20999999996,10172.757499999998,108658.43,28,1,1347436,1311702,0.11932758390276742,1201,237.16670274771022,False
2900,Kabir,Dave,44,Male,Uttar Pradesh,Manager,1985636,Standard,889868.34,16789.96867924528,147412.08,53,2,130112,90082,0.4481528034342649,2176,408.9468474264706,False
2901,Yashoda,Bhavsar,68,Female,Rajasthan,Doctor,2811271,Standard,281013.78,8781.680625,45865.26,32,1,124847,60303,0.09995969083023303,1840,152.72488043478262,False
2902,Yashawini,Dugar,41,Female,Uttar Pradesh,Doctor,2640960,Silver,798591.58,13768.820344827585,140658.79,58,2,164615,136772,0.3023868517508784,2325,343.4802494623656,False
2903,Odika,Ramakrishnan,55,Female,Gujarat,Doctor,2873591,Standard,1060652.22,13774.704155844156,92399.61,77,3,149581,113948,0.36910340406828945,2415,439.1934658385093,True
2904,Om,Randhawa,56,Male,Telangana,Business,2036106,Silver,444671.43,19333.540434782608,115072.72,23,1,134253,59836,0.21839306499759836,2026,219.4824432379072,False
2905,Yashodhara,Muni,33,Female,Maharashtra,Software Engineer,1842191,Standard,186889.33000000002,9344.4665,63698.19,20,1,67657,44172,0.10144948596535322,1114,167.76421005385998,False
2906,Garima,Mukherjee,39,Female,Chandigarh,Government Employee,981379,Standard,475323.41,9320.066862745098,128393.73,51,2,121824,61246,0.4843423488784659,4,118830.8525,False
2907,Baljiwan,Kala,70,Male,West Bengal,Business,1521894,Silver,592097.6,12083.624489795919,105680.31,49,2,259011,257537,0.3890531140802185,2642,224.10961392884178,False
2908,Ikshita,Pradhan,69,Female,Telangana,Student,134889,Gold,1358159.61,19972.935441176473,132953.86,68,3,649882,464623,10.068720281120033,1780,763.0110168539327,True
2909,Anamika,Saraf,70,Female,Rajasthan,Lawyer,1954784,Standard,782322.82,11853.37606060606,100643.75,66,3,80970,49709,0.4002093428225318,2493,313.8077898114721,False
2910,Upadhriti,Mukhopadhyay,45,Female,Delhi,Doctor,1757215,Silver,1358077.21,15977.37894117647,142994.88,85,3,250120,225467,0.7728577379546612,2334,581.8668423307627,True
2911,Gautami,Datta,45,Female,Gujarat,Government Employee,613329,Standard,449955.74,14998.524666666666,116310.98,30,1,52993,25675,0.7336286723764897,1447,310.9576641326883,False
2912,Patrick,Dugal,41,Male,Maharashtra,Software Engineer,1179804,Silver,884738.68,14503.912786885247,126233.44,61,3,291303,241236,0.7499031025492371,1060,834.6591320754718,False
2913,Gagan,Nagy,24,Male,Tamil Nadu,Student,136846,Standard,788226.1799999999,13828.52947368421,124091.99,57,2,135688,107733,5.759950455256273,2493,316.17576413959085,False
2914,Osha,Rout,65,Female,Uttar Pradesh,Software Engineer,1001097,Silver,369283.94,15386.830833333333,77153.43,24,1,251138,184283,0.3688792794304648,2243,164.638403923317,False
2915,Advaith,Kadakia,21,Male,Rajasthan,Student,446185,Standard,627038.39,11400.698,91323.71,55,2,77579,68281,1.4053327431446598,773,811.175148771022,False
2916,Chameli,Rama,36,Female,Tamil Nadu,Government Employee,1254525,Standard,173603.76,5786.792,27408.23,30,1,102142,36988,0.1383820649249716,1284,135.20542056074768,False
2917,Jagdish,Bhat,54,Male,Rajasthan,Doctor,2496694,Silver,912834.78,12678.260833333334,103476.19,72,3,291825,267616,0.36561740445565216,2298,397.2301044386423,False
2918,Baghyawati,Sankar,53,Female,Delhi,Doctor,1518144,Silver,842473.46,15044.168928571427,118776.33,56,2,222304,118465,0.5549364618903081,938,898.1593390191897,False
2919,Anay,Sampath,52,Male,Telangana,Software Engineer,1603779,Silver,1120514.3800000001,16724.0952238806,149839.91,67,3,205564,89064,0.6986713131921544,569,1969.269560632689,True
2920,Gaurang,Shukla,57,Male,Madhya Pradesh,Teacher,699494,Platinum,222938.66,7687.54,56778.43,29,1,1736359,806091,0.31871418482503067,1783,125.03570386988223,False
2921,Irya,Rao,33,Female,Maharashtra,Lawyer,1061228,Gold,826821.26,14505.636140350878,93481.03,57,3,788847,583404,0.7791174563807212,1771,466.8668887634105,False
2922,Samesh,Pillay,28,Male,Rajasthan,Doctor,2163655,Gold,179665.38,8555.494285714285,79034.37,21,1,599831,280845,0.08303790576593774,16,11229.08625,False
2923,Qadim,Kashyap,33,Male,Delhi,Business,1450413,Silver,827778.77,16555.5754,129633.7,50,2,273103,128811,0.5707193537289035,86,9625.334534883721,False
2924,Anusha,Wadhwa,42,Female,Rajasthan,Government Employee,1402714,Standard,752413.24,14469.485384615384,138690.7,52,2,118287,49068,0.5363981823807277,1685,446.5360474777448,False
2925,Kai,Bala,44,Male,Maharashtra,Teacher,844219,Silver,274244.61,11923.678695652174,67046.69,23,1,174566,55345,0.3248500803701409,331,828.5335649546828,False
2926,Rajata,Dhaliwal,57,Female,Maharashtra,Software Engineer,1606303,Silver,914095.42,10882.088333333333,141553.37,84,3,263931,216756,0.5690678657762577,540,1692.7692962962963,False
2927,Shivansh,Bora,61,Male,Telangana,Consultant,2039690,Standard,1013034.1,14681.653623188406,140531.05,69,3,127516,78633,0.496660816104408,867,1168.4361014994233,True
2928,Hemani,Sahni,50,Female,Gujarat,Manager,943444,Silver,480564.75,21843.852272727272,149464.03,22,1,156260,140682,0.5093728403593643,1652,290.89875907990313,False
2929,Mohini,Magar,27,Female,Maharashtra,Government Employee,715450,Silver,984103.24,12149.422716049383,140086.2,81,3,218943,131119,1.3755024669788245,2129,462.23731329262563,True
2930,Radha,Soman,31,Female,Telangana,Software Engineer,1647262,Standard,395798.16000000003,18847.53142857143,124120.51,21,1,75002,50278,0.24027638590582434,1419,278.9275264270613,False
2931,Chakrika,Patel,36,Female,Madhya Pradesh,Business,2043398,Gold,771550.41,17535.23659090909,143399.89,44,2,582926,367128,0.37758205205251255,1846,417.9579685807151,False
2932,Ekani,Raghavan,19,Female,Gujarat,Government Employee,1420367,Silver,424977.99,16345.307307692306,115974.34,26,1,167988,60219,0.2992029454359331,880,482.9295340909091,False
2933,George,Samra,69,Male,Madhya Pradesh,Teacher,637107,Standard,931514.9,13500.215942028986,149697.0,69,3,97424,50454,1.462101185515149,1458,638.8991083676269,True
2934,Ati,Mahal,49,Female,Delhi,Manager,1698953,Standard,510187.22,9110.486071428571,116805.22,56,2,123076,101783,0.30029507584965565,2778,183.6527069834413,False
2935,Warhi,Sidhu,34,Female,West Bengal,Professor,887613,Standard,1084590.92,12911.796666666665,134313.64,84,3,108079,43613,1.221918696549059,2410,450.0377261410788,True
2936,Jasmit,Amble,28,Female,Gujarat,Manager,1444964,Standard,191665.07,7666.602800000001,44313.1,25,1,119605,49910,0.1326434914641472,831,230.64388688327318,False
2937,Guneet,Sharaf,21,Male,Maharashtra,Student,299986,Silver,505685.73,9541.240188679245,108304.98,53,2,279424,249432,1.6856977658957417,688,735.0083284883721,False
2938,Kiaan,Pal,62,Male,Rajasthan,Software Engineer,993728,Silver,1014682.52,14495.464571428573,149814.88,70,3,158153,139352,1.0210867762607072,143,7095.681958041958,True
2939,Avni,Edwin,34,Female,Uttar Pradesh,Teacher,675384,Standard,995977.43,14228.249000000002,149347.91,70,3,131645,96008,1.4746831876384399,2159,461.3142334414081,True
2940,Kamya,Chaudhari,29,Female,Tamil Nadu,Software Engineer,1714135,Standard,439602.42,9990.96409090909,96619.9,44,2,127348,126948,0.2564572918702436,534,823.2255056179775,False
2941,Tara,Bhasin,32,Female,Maharashtra,Software Engineer,1891584,Gold,624259.8,14863.328571428572,106028.47,42,2,795855,496807,0.3300196026187576,2911,214.4485743730677,False
2942,Chakradhar,Divan,68,Male,Gujarat,Government Employee,1186420,Gold,216724.36000000002,9422.798260869566,101465.36,23,1,542087,390263,0.18267085854924903,1139,190.2759964881475,False
2943,Ayush,Varty,45,Male,Gujarat,Business,3298220,Gold,230074.28,7421.750967741936,46421.79,31,1,323133,242413,0.06975710534773302,341,674.7046334310851,False
2944,Kabir,Baral,63,Male,Rajasthan,Student,202438,Standard,333768.32,12361.78962962963,91995.5,27,1,117394,51292,1.6487434177377764,968,344.8019834710744,False
2945,Yash,Pandit,25,Male,Chandigarh,Business,1749650,Silver,245394.88999999998,11154.313181818181,110779.06,22,1,106984,86171,0.14025370216900523,2282,107.53500876424188,False
2946,Radha,Comar,29,Female,Chandigarh,Software Engineer,1120274,Standard,1000286.45,13337.152666666667,140482.77,75,3,114092,75892,0.8928944615335177,457,2188.810612691466,True
2947,Harish,Rajan,35,Male,Gujarat,Manager,1260279,Standard,577176.53,10125.90403508772,140556.45,57,2,145258,131420,0.4579752023163125,1696,340.3163502358491,False
2948,Krish,Bhattacharyya,26,Male,West Bengal,Consultant,1138446,Standard,927682.65,16275.134210526316,141758.75,57,2,144344,57482,0.8148675035970085,2648,350.33332703927493,True
2949,Lekha,Dugar,56,Female,Telangana,Software Engineer,1077434,Gold,860242.09,15091.96649122807,112819.17,57,2,566528,207163,0.7984174343857721,1506,571.2098871181938,False
2950,Ekta,More,29,Female,Gujarat,Lawyer,1315456,Silver,884051.61,17681.0322,128478.78,50,2,221096,126408,0.6720495478374039,2513,351.79132908873856,False
2951,Rushil,Khurana,42,Male,Maharashtra,Software Engineer,888654,Standard,814867.7,15977.798039215686,143251.35,51,2,119559,71983,0.9169684714185723,2704,301.35639792899406,False
2952,Meghana,Gera,49,Female,Gujarat,Lawyer,1909169,Silver,541246.08,11766.219130434782,115058.73,46,2,152296,150680,0.28349825499995024,878,616.4533940774487,False
2953,Urmi,Sandal,51,Female,Uttar Pradesh,Consultant,2594072,Standard,1038808.27,12221.273764705882,123633.17,85,3,108565,88393,0.40045467897575704,1191,872.2151721242653,True
2954,Jagvi,Kurian,65,Female,Madhya Pradesh,Government Employee,1105523,Standard,973671.54,11064.449318181818,149409.88,88,3,128139,71701,0.8807338608061525,2533,384.39460718515596,True
2955,Riya,Suri,50,Female,Karnataka,Consultant,2609926,Gold,801298.6,19543.868292682928,143503.85,41,2,651823,616891,0.3070196626264499,616,1300.8094155844155,False
2956,Atharv,Bains,56,Male,Maharashtra,Student,208471,Platinum,571745.95,21175.775925925926,137119.78,27,1,1333140,1278995,2.742568270886598,250,2286.9838,False
2957,Udyati,Varkey,44,Female,Uttar Pradesh,Teacher,716877,Standard,748383.52,13606.97309090909,115893.12,55,2,107253,51693,1.0439496873243248,1978,378.3536501516684,False
2958,Nikita,Lala,49,Female,Maharashtra,Manager,950071,Standard,981259.89,15826.772419354838,145542.21,62,3,84865,66275,1.0328279570684717,2777,353.35249909974794,True
2959,Ekalinga,Pau,58,Male,Gujarat,Doctor,2113388,Silver,652999.31,13604.152291666667,140975.42,48,2,264321,233781,0.3089822171792402,55,11872.714727272729,False
2960,Divya,Shroff,65,Female,Gujarat,Government Employee,1328924,Standard,220900.26,10040.92090909091,48067.51,22,1,65267,22894,0.16622490074676957,2488,88.78627813504824,False
2961,Anvi,Verma,19,Female,Karnataka,Professor,1212736,Gold,599534.58,12235.399591836735,105380.11,49,2,779162,498321,0.49436528642672434,664,902.9135240963855,False
2962,Zinal,Padmanabhan,47,Female,West Bengal,Business,3041685,Silver,127014.36,6350.718,30983.39,20,1,296351,260636,0.041757894062008395,287,442.5587456445993,False
2963,Dhriti,Loke,44,Female,Karnataka,Doctor,2171609,Platinum,529718.43,10810.580204081634,62132.6,49,2,1980530,1917618,0.24392900839884163,439,1206.6479043280183,False
2964,Lakshit,Sani,41,Male,Tamil Nadu,Software Engineer,1012409,Standard,1297594.7,14259.282417582417,145458.46,91,3,125257,78861,1.281690206230881,2046,634.2105083088953,True
2965,Arunima,Mody,56,Female,Maharashtra,Professor,1608868,Standard,356201.85,12721.494642857142,121213.52,28,1,83491,65060,0.22139905200426635,2392,148.9138168896321,False
2966,Chanchal,Guha,40,Female,Maharashtra,Student,351374,Standard,553621.14,8929.373225806452,100062.53,62,3,133739,99892,1.5755893720081737,1785,310.15189915966386,False
2967,Veda,Venkataraman,24,Female,Delhi,Consultant,1596025,Standard,1724003.84,19370.82966292135,144373.76,89,3,139804,68382,1.0801859870616062,1,1724003.84,True
2968,Prisha,Sankar,31,Female,Chandigarh,Student,112941,Silver,517721.17,16700.682903225807,127159.88,31,1,200140,86145,4.583996688536493,1488,347.93089381720426,False
2969,Aachal,Khurana,39,Female,West Bengal,Student,335069,Silver,176750.24,9819.457777777778,46656.57,18,1,227128,143282,0.5275040066374388,1151,153.56232841007818,False
2970,Vritti,Kashyap,36,Female,Maharashtra,Manager,2203951,Standard,418822.06,15511.928148148148,133877.72,27,1,112900,108714,0.1900323827526111,1991,210.3576393771974,False
2971,Tristan,Sahota,45,Male,Gujarat,Lawyer,2390674,Silver,653520.9,13070.418,139122.55,50,2,299804,174435,0.2733626165675454,18,36306.71666666667,False
2972,Isaac,Bhargava,70,Male,Karnataka,Consultant,1182231,Standard,490931.78,8464.341034482759,74452.88,58,2,126397,112428,0.4152587607667199,1323,371.0746636432351,False
2973,Kala,Sehgal,66,Female,Karnataka,Business,1603776,Gold,153408.09,6973.095,35678.51,22,1,723107,224618,0.09565431207350653,1145,133.98086462882097,False
2974,Faqid,Tella,43,Male,Tamil Nadu,Government Employee,902537,Standard,391887.61,16328.650416666665,149361.59,24,1,71645,49725,0.434206697343156,163,2404.2184662576688,False
2975,Fitan,Kaul,30,Male,Karnataka,Business,1050812,Standard,1231663.6199999999,13534.765054945054,145159.75,91,3,120851,58737,1.1721065423691392,197,6252.099593908629,True
2976,Gagan,Rama,53,Male,West Bengal,Professor,1018025,Silver,287069.82999999996,11482.793199999998,132097.1,25,1,207673,76698,0.2819870140713636,2608,110.0727875766871,False
2977,Nathan,Sabharwal,20,Male,Karnataka,Student,134722,Standard,385371.14999999997,13763.255357142856,92061.54,28,1,132683,126369,2.8604916049346056,365,1055.8113698630136,False
2978,Aarini,Arya,28,Female,Gujarat,Teacher,514868,Gold,583948.61,9269.025555555556,93605.63,63,3,772295,385415,1.134171496383539,2813,207.58926768574474,False
2979,Zaitra,Gokhale,47,Female,Uttar Pradesh,Teacher,441927,Gold,530488.29,19647.714444444446,131659.28,27,1,533023,171656,1.2003980069106437,2398,221.22113844870728,False
2980,Anamika,Raja,48,Female,Maharashtra,Government Employee,1263281,Platinum,1312862.43,16618.5117721519,149842.53,79,3,1946341,1420669,1.039248140358321,1368,959.6947587719297,True
2981,Gauri,Tella,70,Female,Chandigarh,Government Employee,1085701,Silver,254353.99,9420.518148148149,63117.68,27,1,298661,121118,0.23427627864393602,1393,182.59439339554916,False
2982,Priya,Kamdar,61,Female,Uttar Pradesh,Consultant,1552626,Gold,344646.65,8616.16625,76000.55,40,2,599414,441130,0.22197660608543204,1609,214.19928527035427,False
2983,Ekaja,Sahni,33,Female,Uttar Pradesh,Government Employee,1316102,Standard,1066525.38,14220.338399999999,148035.22,75,3,120791,42374,0.8103668104751759,2296,464.5145383275261,True
2984,Yash,Bhasin,39,Male,Tamil Nadu,Professor,1713754,Gold,680303.17,14172.982708333335,136717.89,48,2,734535,662121,0.3969666416533528,1032,659.2084980620156,False
2985,Zarna,Issac,21,Female,West Bengal,Lawyer,2318918,Platinum,364611.54,18230.576999999997,70717.44,20,1,1597441,657758,0.1572334769922869,248,1470.2078225806451,False
2986,Jhalak,Memon,27,Female,Maharashtra,Business,1446679,Silver,462690.23,10058.483260869565,52188.9,46,2,141374,122124,0.319829229566476,2890,160.10042560553632,False
2987,Kiaan,Palan,27,Male,Uttar Pradesh,Doctor,2173807,Gold,784132.79,13756.715614035089,128984.46,57,2,714954,442632,0.36071867925717416,1912,410.11129184100423,False
2988,Ijaya,Parekh,54,Female,West Bengal,Professor,1538547,Standard,277581.18000000005,10280.784444444447,135186.45,27,1,145185,142141,0.18041774479427672,1811,153.27508558807293,False
2989,Kevin,Gopal,48,Male,Rajasthan,Doctor,1540672,Gold,1005915.75,20118.315,146551.27,50,2,648433,527655,0.6529071405205001,860,1169.669476744186,True
2990,Rohan,Tripathi,43,Male,West Bengal,Manager,1019334,Gold,1066209.71,14408.239324324324,136761.1,74,3,774334,325032,1.0459866049793296,1038,1027.1769845857418,True
2991,Qasim,Agate,39,Male,Delhi,Professor,1692318,Gold,522237.48,10239.950588235293,105399.48,51,2,559184,457082,0.3085929949335763,2590,201.63609266409264,False
2992,Qabil,Mangal,49,Male,Gujarat,Business,1988523,Gold,552036.45,9049.777868852458,49101.21,61,2,474748,340283,0.27761129743030377,903,611.3360465116278,False
2993,Amrita,Solanki,45,Female,West Bengal,Government Employee,724425,Gold,1024642.9500000001,15524.893181818183,128254.97,66,2,763872,671274,1.4144224039755668,2794,366.7297602004295,True
2994,Krisha,Dara,28,Female,Gujarat,Doctor,2480463,Standard,1194777.29,16366.812191780822,137902.46,73,3,130190,95327,0.4816751106547447,2589,461.48215140981074,True
2995,Nandini,Zacharia,23,Female,Maharashtra,Government Employee,895153,Standard,554282.88,21318.57230769231,100178.81,26,1,109383,99883,0.6192046275888032,232,2389.150344827586,False
2996,Balendra,Gala,45,Male,Chandigarh,Student,178667,Standard,590950.73,12060.218979591837,127328.07,49,2,70047,57768,3.307553885160662,1713,344.9799941622884,False
2997,Harrison,Bhardwaj,48,Male,Delhi,Software Engineer,907705,Standard,648429.04,12968.580800000002,145052.33,50,2,100585,60852,0.7143609873251773,616,1052.6445454545456,False
2998,Charan,Kalla,61,Male,Uttar Pradesh,Business,2538332,Gold,952230.76,12208.086666666666,124720.53,78,3,444293,417775,0.3751403520106905,2181,436.6028243924805,True
2999,Anamika,Mannan,28,Female,Delhi,Government Employee,591771,Gold,471611.92,7731.342950819672,53547.65,61,2,621954,369835,0.7969500364161136,2398,196.66885738115096,False
3000,Bhavika,Sule,23,Female,Rajasthan,Teacher,420416,Platinum,881830.3,19596.22888888889,138343.22,45,2,1805633,859069,2.097518410336429,742,1188.450539083558,False
3001,Tarak,Ramanathan,43,Male,Karnataka,Doctor,2855791,Gold,438384.91000000003,20875.471904761907,132603.41,21,1,346756,182642,0.15350735050289047,140,3131.320785714286,False
3002,Pahal,Sehgal,36,Female,Rajasthan,Teacher,540158,Silver,355755.83,12705.565357142857,143395.08,28,1,129608,115755,0.6586143869016103,2794,127.32850035790982,False
3003,Aadi,Deshmukh,22,Male,Karnataka,Government Employee,798262,Standard,681400.3,10646.8796875,141103.59,64,3,143681,96500,0.8536048314964261,2351,289.8342407486176,False
3004,Aadhya,Venkataraman,49,Female,Maharashtra,Software Engineer,1879805,Silver,544030.49,11575.116808510638,97019.37,47,2,165175,74824,0.28940793858937497,1968,276.4382571138211,False
